StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID
22631,CIRCUS PARADE LUNCH BOX ,24,12/1/2010 8:45,1.95,12583
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,20,12/1/2010 8:45,0.85,12583
21731,RED TOADSTOOL LED NIGHT LIGHT,24,12/1/2010 8:45,1.65,12583
22900, SET 2 TEA TOWELS I LOVE LONDON ,24,12/1/2010 8:45,2.95,12583
21913,VINTAGE SEASIDE JIGSAW PUZZLES,12,12/1/2010 8:45,3.75,12583
22540,MINI JIGSAW CIRCUS PARADE ,24,12/1/2010 8:45,0.42,12583
22544,MINI JIGSAW SPACEBOY,24,12/1/2010 8:45,0.42,12583
22492,MINI PAINT SET VINTAGE ,36,12/1/2010 8:45,0.65,12583
POST,POSTAGE,3,12/1/2010 8:45,18,12583
22086,PAPER CHAIN KIT 50'S CHRISTMAS ,80,12/1/2010 9:00,2.55,13748
22632,HAND WARMER RED POLKA DOT,6,12/1/2010 9:01,1.85,17850
22633,HAND WARMER UNION JACK,6,12/1/2010 9:01,1.85,17850
85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/1/2010 9:02,2.55,17850
71053,WHITE METAL LANTERN,6,12/1/2010 9:02,3.39,17850
84406B,CREAM CUPID HEARTS COAT HANGER,8,12/1/2010 9:02,2.75,17850
20679,EDWARDIAN PARASOL RED,6,12/1/2010 9:02,4.95,17850
37370,RETRO COFFEE MUGS ASSORTED,6,12/1/2010 9:02,1.06,17850
21871,SAVE THE PLANET MUG,6,12/1/2010 9:02,1.06,17850
21071,VINTAGE BILLBOARD DRINK ME MUG,6,12/1/2010 9:02,1.06,17850
21068,VINTAGE BILLBOARD LOVE/HATE MUG,6,12/1/2010 9:02,1.06,17850
82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,12/1/2010 9:02,4.95,17850
82486,WOOD S/3 CABINET ANT WHITE FINISH,4,12/1/2010 9:02,6.95,17850
82482,WOODEN PICTURE FRAME WHITE FINISH,6,12/1/2010 9:02,2.1,17850
82494L,WOODEN FRAME ANTIQUE WHITE ,6,12/1/2010 9:02,2.55,17850
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,12/1/2010 9:02,3.39,17850
84029E,RED WOOLLY HOTTIE WHITE HEART.,6,12/1/2010 9:02,3.39,17850
22752,SET 7 BABUSHKA NESTING BOXES,2,12/1/2010 9:02,7.65,17850
21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,12/1/2010 9:02,4.25,17850
21258,VICTORIAN SEWING BOX LARGE,32,12/1/2010 9:09,10.95,15100
85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/1/2010 9:32,2.55,17850
71053,WHITE METAL LANTERN,6,12/1/2010 9:32,3.39,17850
84406B,CREAM CUPID HEARTS COAT HANGER,8,12/1/2010 9:32,2.75,17850
20679,EDWARDIAN PARASOL RED,6,12/1/2010 9:32,4.95,17850
37370,RETRO COFFEE MUGS ASSORTED,6,12/1/2010 9:32,1.06,17850
21871,SAVE THE PLANET MUG,6,12/1/2010 9:32,1.06,17850
21071,VINTAGE BILLBOARD DRINK ME MUG,6,12/1/2010 9:32,1.06,17850
21068,VINTAGE BILLBOARD LOVE/HATE MUG,6,12/1/2010 9:32,1.06,17850
82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,12/1/2010 9:32,4.95,17850
82486,WOOD S/3 CABINET ANT WHITE FINISH,4,12/1/2010 9:32,6.95,17850
82482,WOODEN PICTURE FRAME WHITE FINISH,6,12/1/2010 9:32,2.1,17850
82494L,WOODEN FRAME ANTIQUE WHITE ,6,12/1/2010 9:32,2.55,17850
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,12/1/2010 9:32,3.39,17850
84029E,RED WOOLLY HOTTIE WHITE HEART.,6,12/1/2010 9:32,3.39,17850
22752,SET 7 BABUSHKA NESTING BOXES,2,12/1/2010 9:32,7.65,17850
21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,12/1/2010 9:32,4.25,17850
22114,HOT WATER BOTTLE TEA AND SYMPATHY,48,12/1/2010 9:32,3.45,15291
21733,RED HANGING HEART T-LIGHT HOLDER,64,12/1/2010 9:32,2.55,15291
22632,HAND WARMER RED POLKA DOT,6,12/1/2010 9:34,1.85,17850
22633,HAND WARMER UNION JACK,6,12/1/2010 9:34,1.85,17850
22386,JUMBO BAG PINK POLKADOT,10,12/1/2010 9:37,1.95,14688
85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,12/1/2010 9:37,1.95,14688
21033,JUMBO BAG CHARLIE AND LOLA TOYS,10,12/1/2010 9:37,2.95,14688
20723,STRAWBERRY CHARLOTTE BAG,10,12/1/2010 9:37,0.85,14688
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,12,12/1/2010 9:37,3.75,14688
84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,6,12/1/2010 9:37,3.75,14688
21094,SET/6 RED SPOTTY PAPER PLATES,12,12/1/2010 9:37,0.85,14688
20725,LUNCH BAG RED RETROSPOT,10,12/1/2010 9:37,1.65,14688
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,12/1/2010 9:37,2.55,14688
22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,12/1/2010 9:37,2.55,14688
21212,PACK OF 72 RETROSPOT CAKE CASES,120,12/1/2010 9:37,0.42,14688
21975,PACK OF 60 DINOSAUR CAKE CASES,24,12/1/2010 9:37,0.55,14688
21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,12/1/2010 9:37,0.55,14688
84991,60 TEATIME FAIRY CAKE CASES,24,12/1/2010 9:37,0.55,14688
84519A,TOMATO CHARLIE+LOLA COASTER SET,6,12/1/2010 9:37,2.95,14688
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,48,12/1/2010 9:37,1.25,14688
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,96,12/1/2010 9:37,0.38,14688
21931,JUMBO STORAGE BAG SUKI,10,12/1/2010 9:37,1.95,14688
21929,JUMBO BAG PINK VINTAGE PAISLEY,10,12/1/2010 9:37,1.95,14688
22961,JAM MAKING SET PRINTED,24,12/1/2010 9:41,1.45,17809
22139,RETROSPOT TEA SET CERAMIC 11 PC ,23,12/1/2010 9:41,4.25,15311
84854,GIRLY PINK TOOL SET,5,12/1/2010 9:41,4.95,15311
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,12/1/2010 9:41,1.95,15311
82567,"AIRLINE LOUNGE,METAL SIGN",2,12/1/2010 9:41,2.1,15311
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,6,12/1/2010 9:41,1.25,15311
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,24,12/1/2010 9:41,1.25,15311
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,24,12/1/2010 9:41,1.25,15311
71270,PHOTO CLIP LINE,1,12/1/2010 9:41,1.25,15311
22262,FELT EGG COSY CHICKEN,1,12/1/2010 9:41,0.85,15311
22637,PIGGY BANK RETROSPOT ,1,12/1/2010 9:41,2.55,15311
21934,SKULL SHOULDER BAG,10,12/1/2010 9:41,1.65,15311
21169,YOU'RE CONFUSING ME METAL SIGN ,3,12/1/2010 9:41,1.69,15311
21166,COOK WITH WINE METAL SIGN ,1,12/1/2010 9:41,1.95,15311
21175,GIN + TONIC DIET METAL SIGN,2,12/1/2010 9:41,2.1,15311
37444A,YELLOW BREAKFAST CUP AND SAUCER,1,12/1/2010 9:41,2.95,15311
37444C,PINK BREAKFAST CUP AND SAUCER ,1,12/1/2010 9:41,2.95,15311
22086,PAPER CHAIN KIT 50'S CHRISTMAS ,4,12/1/2010 9:41,2.95,15311
22083,PAPER CHAIN KIT RETROSPOT,1,12/1/2010 9:41,2.95,15311
84971S,SMALL HEART FLOWERS HOOK ,6,12/1/2010 9:41,0.85,15311
71270,PHOTO CLIP LINE,3,12/1/2010 9:41,1.25,15311
47580,TEA TIME DES TEA COSY,2,12/1/2010 9:41,2.55,15311
22261,FELT EGG COSY WHITE RABBIT ,1,12/1/2010 9:41,0.85,15311
84832,ZINC WILLIE WINKIE  CANDLE STICK,1,12/1/2010 9:41,0.85,15311
22644,CERAMIC CHERRY CAKE MONEY BANK,1,12/1/2010 9:41,1.45,15311
21533,RETROSPOT LARGE MILK JUG,1,12/1/2010 9:41,4.95,15311
21557,SET OF 6 FUNKY BEAKERS,2,12/1/2010 9:41,2.95,15311
15056BL,EDWARDIAN PARASOL BLACK,2,12/1/2010 9:41,5.95,15311
15056N,EDWARDIAN PARASOL NATURAL,2,12/1/2010 9:41,5.95,15311
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4,12/1/2010 9:41,1.45,15311
22176,BLUE OWL SOFT TOY,1,12/1/2010 9:41,2.95,15311
22438,BALLOON ART MAKE YOUR OWN FLOWERS,1,12/1/2010 9:41,1.95,15311
21731,RED TOADSTOOL LED NIGHT LIGHT,2,12/1/2010 9:41,1.65,15311
22778,GLASS CLOCHE SMALL,3,12/1/2010 9:41,3.95,15311
22719,GUMBALL MONOCHROME COAT RACK,36,12/1/2010 9:41,1.06,15311
21523,DOORMAT FANCY FONT HOME SWEET HOME,10,12/1/2010 9:41,6.75,15311
D,Discount,-1,12/1/2010 9:41,27.5,14527
10002,INFLATABLE POLITICAL GLOBE ,12,12/1/2010 9:45,0.85,16098
21912,VINTAGE SNAKES & LADDERS,8,12/1/2010 9:45,3.75,16098
21832,CHOCOLATE CALCULATOR,12,12/1/2010 9:45,1.65,16098
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,12/1/2010 9:45,1.95,16098
22379,RECYCLING BAG RETROSPOT ,10,12/1/2010 9:45,2.1,16098
22381,TOY TIDY PINK POLKADOT,50,12/1/2010 9:45,1.85,16098
22798,ANTIQUE GLASS DRESSING TABLE POT,8,12/1/2010 9:45,2.95,16098
22726,ALARM CLOCK BAKELIKE GREEN,4,12/1/2010 9:45,3.75,16098
22926,IVORY GIANT GARDEN THERMOMETER,12,12/1/2010 9:45,5.95,16098
22839,3 TIER CAKE TIN GREEN AND CREAM,2,12/1/2010 9:45,14.95,16098
22838,3 TIER CAKE TIN RED AND CREAM,2,12/1/2010 9:45,14.95,16098
22783,SET 3 WICKER OVAL BASKETS W LIDS,4,12/1/2010 9:45,16.95,16098
35004C,SET OF 3 COLOURED  FLYING DUCKS,-1,12/1/2010 9:49,4.65,15311
82484,WOOD BLACK BOARD ANT WHITE FINISH,3,12/1/2010 9:53,6.45,18074
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,48,12/1/2010 9:53,0.65,18074
22464,HANGING METAL HEART LANTERN,12,12/1/2010 9:53,1.65,18074
21324,HANGING MEDINA LANTERN SMALL,6,12/1/2010 9:53,2.95,18074
22457,NATURAL SLATE HEART CHALKBOARD ,12,12/1/2010 9:53,2.95,18074
22469,HEART OF WICKER SMALL,40,12/1/2010 9:53,1.45,18074
22470,HEART OF WICKER LARGE,40,12/1/2010 9:53,2.55,18074
22224,WHITE LOVEBIRD LANTERN,6,12/1/2010 9:53,2.95,18074
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,2,12/1/2010 9:53,12.75,18074
22189,CREAM HEART CARD HOLDER,4,12/1/2010 9:53,3.95,18074
22427,ENAMEL FLOWER JUG CREAM,3,12/1/2010 9:53,5.95,18074
22428,ENAMEL FIRE BUCKET CREAM,6,12/1/2010 9:53,6.95,18074
22424,ENAMEL BREAD BIN CREAM,8,12/1/2010 9:53,10.95,18074
22783,SET 3 WICKER OVAL BASKETS W LIDS,1,12/1/2010 9:56,19.95,17420
22961,JAM MAKING SET PRINTED,12,12/1/2010 9:56,1.45,17420
22960,JAM MAKING SET WITH JARS,6,12/1/2010 9:56,4.25,17420
22663,JUMBO BAG DOLLY GIRL DESIGN,10,12/1/2010 9:56,1.95,17420
85049A,TRADITIONAL CHRISTMAS RIBBONS,12,12/1/2010 9:56,1.25,17420
22168,ORGANISER WOOD ANTIQUE WHITE ,2,12/1/2010 9:56,8.5,17420
22662,LUNCH BAG DOLLY GIRL DESIGN,10,12/1/2010 9:56,1.65,17420
84880,WHITE WIRE EGG HOLDER,36,12/1/2010 9:57,4.95,16029
85099C,JUMBO  BAG BAROQUE BLACK WHITE,100,12/1/2010 9:57,1.65,16029
85099B,JUMBO BAG RED RETROSPOT,100,12/1/2010 9:57,1.65,16029
79321,CHILLI LIGHTS,192,12/1/2010 9:58,3.82,16029
22780,LIGHT GARLAND BUTTERFILES PINK,192,12/1/2010 9:58,3.37,16029
22779,WOODEN OWLS LIGHT GARLAND ,192,12/1/2010 9:58,3.37,16029
22466,FAIRY TALE COTTAGE NIGHTLIGHT,432,12/1/2010 9:58,1.45,16029
21731,RED TOADSTOOL LED NIGHT LIGHT,432,12/1/2010 9:58,1.25,16029
21754,HOME BUILDING BLOCK WORD,3,12/1/2010 9:59,5.95,16250
21755,LOVE BUILDING BLOCK WORD,3,12/1/2010 9:59,5.95,16250
21523,DOORMAT FANCY FONT HOME SWEET HOME,2,12/1/2010 9:59,7.95,16250
21363,HOME SMALL WOOD LETTERS,3,12/1/2010 9:59,4.95,16250
21411,GINGHAM HEART  DOORSTOP RED,3,12/1/2010 9:59,4.25,16250
22318,FIVE HEART HANGING DECORATION,6,12/1/2010 9:59,2.95,16250
22464,HANGING METAL HEART LANTERN,12,12/1/2010 9:59,1.65,16250
22915,ASSORTED BOTTLE TOP  MAGNETS ,12,12/1/2010 9:59,0.42,16250
22922,FRIDGE MAGNETS US DINER ASSORTED,12,12/1/2010 9:59,0.85,16250
22969,HOMEMADE JAM SCENTED CANDLES,12,12/1/2010 9:59,1.45,16250
22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,12,12/1/2010 9:59,0.85,16250
21115,ROSE CARAVAN DOORSTOP,4,12/1/2010 9:59,6.75,16250
22469,HEART OF WICKER SMALL,12,12/1/2010 9:59,1.65,16250
22242,5 HOOK HANGER MAGIC TOADSTOOL,12,12/1/2010 9:59,1.65,16250
22941,CHRISTMAS LIGHTS 10 REINDEER,6,12/1/2010 10:03,8.5,12431
21622,VINTAGE UNION JACK CUSHION COVER,8,12/1/2010 10:03,4.95,12431
21791,VINTAGE HEADS AND TAILS CARD GAME ,12,12/1/2010 10:03,1.25,12431
35004C,SET OF 3 COLOURED  FLYING DUCKS,6,12/1/2010 10:03,5.45,12431
35004G,SET OF 3 GOLD FLYING DUCKS,4,12/1/2010 10:03,6.35,12431
85014B,RED RETROSPOT UMBRELLA,6,12/1/2010 10:03,5.95,12431
85014A,BLACK/BLUE POLKADOT UMBRELLA,3,12/1/2010 10:03,5.95,12431
22193,RED DINER WALL CLOCK,2,12/1/2010 10:03,8.5,12431
22726,ALARM CLOCK BAKELIKE GREEN,4,12/1/2010 10:03,3.75,12431
22727,ALARM CLOCK BAKELIKE RED ,4,12/1/2010 10:03,3.75,12431
22192,BLUE DINER WALL CLOCK,2,12/1/2010 10:03,8.5,12431
22191,IVORY DINER WALL CLOCK,2,12/1/2010 10:03,8.5,12431
22195,LARGE HEART MEASURING SPOONS,24,12/1/2010 10:03,1.65,12431
22196,SMALL HEART MEASURING SPOONS,24,12/1/2010 10:03,0.85,12431
22941,CHRISTMAS LIGHTS 10 REINDEER,2,12/1/2010 10:19,8.5,17511
22960,JAM MAKING SET WITH JARS,12,12/1/2010 10:19,3.75,17511
22961,JAM MAKING SET PRINTED,12,12/1/2010 10:19,1.45,17511
22962,JAM JAR WITH PINK LID,48,12/1/2010 10:19,0.72,17511
22963,JAM JAR WITH GREEN LID,48,12/1/2010 10:19,0.72,17511
22968,ROSE COTTAGE KEEPSAKE BOX ,8,12/1/2010 10:19,8.5,17511
84970S,HANGING HEART ZINC T-LIGHT HOLDER,144,12/1/2010 10:19,0.64,17511
22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,40,12/1/2010 10:19,2.55,17511
20668,DISCO BALL CHRISTMAS DECORATION,288,12/1/2010 10:19,0.1,17511
85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,12/1/2010 10:19,2.55,17511
22197,SMALL POPCORN HOLDER,100,12/1/2010 10:19,0.72,17511
22198,LARGE POPCORN HOLDER ,50,12/1/2010 10:19,1.45,17511
21533,RETROSPOT LARGE MILK JUG,12,12/1/2010 10:19,4.25,17511
21080,SET/20 RED RETROSPOT PAPER NAPKINS ,96,12/1/2010 10:19,0.64,17511
21094,SET/6 RED SPOTTY PAPER PLATES,96,12/1/2010 10:19,0.64,17511
21086,SET/6 RED SPOTTY PAPER CUPS,48,12/1/2010 10:19,0.65,17511
21786,POLKADOT RAIN HAT ,144,12/1/2010 10:19,0.32,17511
22654,DELUXE SEWING KIT ,40,12/1/2010 10:19,4.95,17511
21485,RETROSPOT HEART HOT WATER BOTTLE,24,12/1/2010 10:19,4.25,17511
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,12/1/2010 10:19,3.39,17511
84030E,ENGLISH ROSE HOT WATER BOTTLE,24,12/1/2010 10:19,3.75,17511
22174,PHOTO CUBE,48,12/1/2010 10:19,1.48,17511
22969,HOMEMADE JAM SCENTED CANDLES,96,12/1/2010 10:19,1.25,17511
85099B,JUMBO BAG RED RETROSPOT,100,12/1/2010 10:19,1.65,17511
22556,PLASTERS IN TIN CIRCUS PARADE ,-12,12/1/2010 10:24,1.65,17548
21984,PACK OF 12 PINK PAISLEY TISSUES ,-24,12/1/2010 10:24,0.29,17548
21983,PACK OF 12 BLUE PAISLEY TISSUES ,-24,12/1/2010 10:24,0.29,17548
21980,PACK OF 12 RED RETROSPOT TISSUES ,-24,12/1/2010 10:24,0.29,17548
21484,CHICK GREY HOT WATER BOTTLE,-12,12/1/2010 10:24,3.45,17548
22557,PLASTERS IN TIN VINTAGE PAISLEY ,-12,12/1/2010 10:24,1.65,17548
22553,PLASTERS IN TIN SKULLS,-24,12/1/2010 10:24,1.65,17548
22150,3 STRIPEY MICE FELTCRAFT,6,12/1/2010 10:29,1.95,13705
22619,SET OF 6 SOLDIER SKITTLES,4,12/1/2010 10:29,3.75,13705
21891,TRADITIONAL WOODEN SKIPPING ROPE,12,12/1/2010 10:29,1.25,13705
21889,WOODEN BOX OF DOMINOES,12,12/1/2010 10:29,1.25,13705
22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,1,12/1/2010 10:29,165,13705
22127,PARTY CONES CARNIVAL ASSORTED,12,12/1/2010 10:29,1.25,13705
22128,PARTY CONES CANDY ASSORTED,12,12/1/2010 10:29,1.25,13705
22502,PICNIC BASKET WICKER SMALL,4,12/1/2010 10:29,5.95,13705
84879,ASSORTED COLOUR BIRD ORNAMENT,16,12/1/2010 10:29,1.69,13705
22338,STAR DECORATION PAINTED ZINC ,24,12/1/2010 10:29,0.65,13705
22180,RETROSPOT LAMP,8,12/1/2010 10:37,9.95,13747
21506,"FANCY FONT BIRTHDAY CARD, ",24,12/1/2010 10:39,0.42,13408
22633,HAND WARMER UNION JACK,96,12/1/2010 10:39,1.85,13408
22866,HAND WARMER SCOTTY DOG DESIGN,96,12/1/2010 10:39,1.85,13408
22865,HAND WARMER OWL DESIGN,96,12/1/2010 10:39,1.85,13408
22632,HAND WARMER RED RETROSPOT,96,12/1/2010 10:39,1.85,13408
21485,RETROSPOT HEART HOT WATER BOTTLE,12,12/1/2010 10:39,4.95,13408
22349,DOG BOWL CHASING BALL DESIGN,12,12/1/2010 10:39,3.75,13408
22558,CLOTHES PEGS RETROSPOT PACK 24 ,48,12/1/2010 10:39,1.25,13408
85152,HAND OVER THE CHOCOLATE   SIGN ,12,12/1/2010 10:39,2.1,13408
85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,12/1/2010 10:39,2.55,13408
22652,TRAVEL SEWING KIT,20,12/1/2010 10:39,1.65,13408
22188,BLACK HEART CARD HOLDER,8,12/1/2010 10:47,3.95,13767
84879,ASSORTED COLOUR BIRD ORNAMENT,32,12/1/2010 10:47,1.69,13767
21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,12/1/2010 10:47,0.55,13767
84991,60 TEATIME FAIRY CAKE CASES,24,12/1/2010 10:47,0.55,13767
21212,PACK OF 72 RETROSPOT CAKE CASES,24,12/1/2010 10:47,0.55,13767
21484,CHICK GREY HOT WATER BOTTLE,8,12/1/2010 10:47,3.45,13767
21314,SMALL GLASS HEART TRINKET POT,8,12/1/2010 10:47,2.1,13767
22730,ALARM CLOCK BAKELIKE IVORY,4,12/1/2010 10:47,3.75,13767
22727,ALARM CLOCK BAKELIKE RED ,8,12/1/2010 10:47,3.75,13767
22729,ALARM CLOCK BAKELIKE ORANGE,8,12/1/2010 10:47,3.75,13767
22726,ALARM CLOCK BAKELIKE GREEN,8,12/1/2010 10:47,3.75,13767
22114,HOT WATER BOTTLE TEA AND SYMPATHY,8,12/1/2010 10:47,3.95,13767
22867,HAND WARMER BIRD DESIGN,48,12/1/2010 10:47,2.1,13767
22866,HAND WARMER SCOTTY DOG DESIGN,48,12/1/2010 10:47,2.1,13767
85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/1/2010 10:51,2.55,17850
71053,WHITE METAL LANTERN,6,12/1/2010 10:51,3.39,17850
84406B,CREAM CUPID HEARTS COAT HANGER,8,12/1/2010 10:51,2.75,17850
15056BL,EDWARDIAN PARASOL BLACK,6,12/1/2010 10:51,4.95,17850
20679,EDWARDIAN PARASOL RED,6,12/1/2010 10:51,4.95,17850
37370,RETRO COFFEE MUGS ASSORTED,6,12/1/2010 10:51,1.06,17850
21871,SAVE THE PLANET MUG,6,12/1/2010 10:51,1.06,17850
21071,VINTAGE BILLBOARD DRINK ME MUG,6,12/1/2010 10:51,1.06,17850
21068,VINTAGE BILLBOARD LOVE/HATE MUG,6,12/1/2010 10:51,1.06,17850
82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,12/1/2010 10:51,4.95,17850
82486,WOOD S/3 CABINET ANT WHITE FINISH,4,12/1/2010 10:51,6.95,17850
82482,WOODEN PICTURE FRAME WHITE FINISH,6,12/1/2010 10:51,2.1,17850
82494L,WOODEN FRAME ANTIQUE WHITE ,12,12/1/2010 10:51,2.55,17850
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,12/1/2010 10:51,3.39,17850
84029E,RED WOOLLY HOTTIE WHITE HEART.,6,12/1/2010 10:51,3.39,17850
22752,SET 7 BABUSHKA NESTING BOXES,2,12/1/2010 10:51,7.65,17850
22803,IVORY EMBROIDERED QUILT ,2,12/1/2010 10:51,35.75,17850
21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,12/1/2010 10:51,4.25,17850
35004B,SET OF 3 BLACK FLYING DUCKS,12,12/1/2010 10:51,4.65,17924
35004C,SET OF 3 COLOURED  FLYING DUCKS,48,12/1/2010 10:51,4.65,17924
21980,PACK OF 12 RED RETROSPOT TISSUES ,24,12/1/2010 10:52,0.29,13448
21844,RED RETROSPOT MUG,6,12/1/2010 10:52,2.95,13448
22468,BABUSHKA LIGHTS STRING OF 10,4,12/1/2010 10:52,6.75,13448
22637,PIGGY BANK RETROSPOT ,8,12/1/2010 10:52,2.55,13448
22752,SET 7 BABUSHKA NESTING BOXES,6,12/1/2010 10:52,8.5,13448
48185,DOORMAT FAIRY CAKE,2,12/1/2010 10:52,7.95,13448
22632,HAND WARMER RED RETROSPOT,12,12/1/2010 10:52,2.1,13448
22866,HAND WARMER SCOTTY DOG DESIGN,12,12/1/2010 10:52,2.1,13448
22865,HAND WARMER OWL DESIGN,12,12/1/2010 10:52,2.1,13448
21232,STRAWBERRY CERAMIC TRINKET BOX,12,12/1/2010 10:52,1.25,13448
22064,PINK DOUGHNUT TRINKET POT ,12,12/1/2010 10:52,1.65,13448
22449,SILK PURSE BABUSHKA PINK,6,12/1/2010 10:52,3.35,13448
22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,12/1/2010 10:52,3.95,13448
22835,HOT WATER BOTTLE I AM SO POORLY,8,12/1/2010 10:52,4.65,13448
22112,CHOCOLATE HOT WATER BOTTLE,9,12/1/2010 10:52,4.95,13448
21479,WHITE SKULL HOT WATER BOTTLE ,4,12/1/2010 10:52,3.75,13448
22111,SCOTTIE DOG HOT WATER BOTTLE,9,12/1/2010 10:52,4.95,13448
22632,HAND WARMER RED POLKA DOT,6,12/1/2010 10:52,1.85,17850
22633,HAND WARMER UNION JACK,6,12/1/2010 10:52,1.85,17850
22969,HOMEMADE JAM SCENTED CANDLES,12,12/1/2010 10:53,1.45,13448
