5451,5
5460,5
5469,7
5478,3
5488,10
5491,2
5502,9
5505,2
5507,1
5520,10
5522,1
5524,2
5531,6
5546,9
5556,9
5568,6
5581,9
5596,9
5603,3
5617,4
5618,1
5630,9
5636,2
5647,9
5658,9
5659,1
5663,4
5677,8
5683,3
5693,9
5697,2
5711,12
5724,9
5736,10
5750,8
5754,4
5765,5
5773,5
5778,2
5789,1
5802,8
5817,14
5826,1
5828,2
5839,1
5851,9
5863,8
5872,7
5880,6
5891,5
5901,2
5902,1
5904,1
5909,3
5921,11
5932,3
5940,2
5953,12
5958,5
5966,6
5976,6
5977,1
5990,6
5996,2
5999,1
6005,6
6017,3
6023,4
6027,3
6038,8
6046,3
6050,2
6058,8
6067,8
6077,3
6084,6
6096,11
6100,2
6114,1
6115,1
6121,4
6122,1
6124,2
6128,1
6137,7
6142,3
6155,1
6166,5
6176,3
6179,3
6186,3
6191,3
6197,4
6201,3
6210,4
6216,3
6217,1
6224,2
6231,6
6234,1
6236,1
6246,8
6260,5
6262,1
6263,1
6268,1
6274,4
6285,9
6296,2
6302,5
6306,1
6320,8
6323,3
6327,3
6333,2
6348,4
6360,6
6366,4
6375,9
6389,5
6397,8
6403,6
6411,4
6426,13
6440,4
6441,1
6448,3
6463,8
6477,2
6481,1
6494,10
6496,2
6503,2
6518,4
6530,7
6538,3
6541,1
6542,1
6554,6
6559,4
6566,1
6575,8
6590,6
6599,2
6602,3
6607,4
6614,1
6622,7
6634,6
6644,3
6649,3
6655,2
6665,1
6675,10
6682,7
6695,7
6708,4
6714,6
6716,1
6728,7
6740,8
6753,3
6756,3
6761,2
6776,1
6791,6
6798,2
6804,1
6815,9
6829,12
6841,2
6846,3
6855,8
6862,5
6877,1
6878,1
6891,2
6905,13
6917,10
6930,3
6936,6
6950,4
6954,1
6964,5
6975,4
6981,6
6983,1
6993,9
7000,4
7006,3
7019,11
7020,1
7022,1
7025,2
7040,15
7045,2
7059,6
7070,2
7083,6
7093,5
7103,4
7116,10
7120,4
7133,3
7134,1
7136,1
7143,5
7152,4
7154,1
7167,13
7168,1
7171,2
7185,13
7189,2
7199,5
7201,1
7211,4
7217,1
7228,6
7242,14
7257,12
7263,5
7266,3
7274,1
7284,6
7286,2
7287,1
7302,9
7308,1
7320,6
7327,1
7341,14
7346,2
7361,7
7366,4
7368,2
7371,1
7385,3
7386,1
7387,1
7402,3
7413,5
7426,12
7431,2
7439,5
7444,4
7447,1
7462,15
7474,5
7480,2
7494,9
7501,4
7504,1
7519,12
7526,3
7536,8
7547,6
7555,5
7557,1
7571,12
7583,5
7597,3
7612,2
7624,11
7639,8
7640,1
7643,2
7656,3
7671,15
7686,4
7696,4
7706,5
7715,4
7729,5
7732,2
7737,1
7746,6
7753,4
7758,1
7769,2
7780,3
7789,3
7793,4
7798,3
7810,9
7821,7
7827,1
7830,1
7844,4
7845,1
7850,4
7856,1
7865,3
7878,4
7893,5
7900,4
7914,14
7925,8
7939,10
7942,3
7949,4
7963,13
7975,1
7977,1
7980,1
7985,4
7998,3
8012,1
8023,8
8034,5
8039,4
8043,1
8048,3
8051,3
8065,6
8068,2
8083,10
8088,3
8103,4
8112,7
8120,7
8131,11
8138,2
8148,8
8160,4
8173,7
8175,2
8186,4
8201,2
8215,13
8218,3
8221,3
8222,1
8228,1
8237,2
8244,4
8254,8
8255,1
8260,4
8268,8
8279,5
8292,9
8303,8
8313,6
8326,7
8327,1
8328,1
8339,8
8343,2
8344,1
8354,3
8359,4
8360,1
8374,12
8377,2
8389,11
8401,8
8412,4
8416,2
8430,5
8438,4
8442,4
8443,1
8454,3
8461,7
8469,8
8476,6
8484,4
8486,1
8492,3
8496,1
8510,12
8512,2
8515,1
8520,4
8524,2
8537,11
8549,7
8563,8
8566,1
8569,2
8574,2
8585,8
8594,3
8607,8
8617,10
8631,1
8643,2
8649,2
8660,2
8662,1
8675,2
8685,7
8686,1
8694,8
8702,1
8712,3
8714,1
8715,1
8719,2
8724,5
8735,9
8750,6
8762,5
8775,9
8787,6
8797,4
8800,1
8808,1
8823,3
8833,2
8836,2
8842,2
8846,3
8852,2
8853,1
8855,1
8864,2
8870,2
8878,6
8893,15
8897,1
8903,4
8908,4
8918,6
8923,5
8936,11
8939,1
8943,2
8955,6
8957,2
8972,6
8983,4
8996,13
9005,9
9018,4
9022,4
9032,7
9035,2
9036,1
9042,6
9047,5
9048,1
9063,13
9077,7
9087,7
9094,5
9105,11
9120,4
9133,5
9143,10
9152,5
9165,1
9175,3
9180,1
9189,8
9190,1
9200,7
9209,1
9222,9
9231,9
9239,8
9251,3
9258,7
9272,6
9280,2
9287,2
9296,1
9301,2
9309,7
9320,3
9324,2
9326,1
9337,5
9338,1
9347,8
9350,3
9353,1
9368,8
9375,3
9387,8
9399,6
9410,2
9418,7
9419,1
9423,2
9429,2
9431,2
9443,4
9457,6
9465,4
9479,9
9490,3
9497,6
9511,5
9516,4
9519,3
9530,8
9542,8
9546,4
9555,7
9562,6
9564,2
9565,1
9576,9
9591,13
9597,2
9600,2
9606,2
9616,7
9622,3
9633,11
9643,7
9647,3
9648,1
9650,1
9656,1
9671,13
9672,1
9685,10
9692,5
9705,4
9714,4
9729,4
9737,2
9741,1
9750,8
9765,11
9774,1
9783,1
9786,2
9797,1
9810,6
9825,2
9836,6
9848,8
9857,5
9870,13
9875,1
9888,9
9901,3
9906,5
9918,10
9926,5
9938,4
9948,6
9956,5
9957,1
9960,2
9961,1
9970,7
9984,2
9996,9
10011,2
10024,3
10033,5
10042,3
10056,12
10065,2
10070,4
10084,13
10096,6
10102,4
10113,4
10118,3
10127,2
10132,3
10139,4
10142,3
10156,5
10164,1
10175,1
10176,1
10185,8
10197,9
10202,5
10215,6
10227,1
10240,7
10242,1
10251,6
10264,7
10273,9
10288,4
10297,7
10311,3
10318,6
10327,5
10341,12
10354,6
10368,14
10379,4
10390,7
10396,5
10403,6
10406,2
10411,5
10423,12
10431,3
10436,4
10443,2
10457,9
10465,2
10473,7
10482,6
10491,7
10503,5
10514,1
10522,4
10528,5
10532,3
10545,10
10547,1
10550,3
10564,10
10565,1
10569,1
10582,12
10593,9
10597,4
10599,2
10602,1
10610,4
10621,2
10631,9
10640,7
10649,2
10658,4
10660,2
10669,7
10681,4
10686,3
10700,10
10702,1
10713,11
10724,5
10731,4
10732,1
10747,5
10756,3
10758,2
10764,4
10769,5
10778,4
10786,7
10801,3
10811,4
10826,9
10838,6
10849,1
10853,3
10860,5
10870,6
10876,1
10880,3
10881,1
10883,1
10887,3
10896,2
10908,4
10919,4
10925,4
10938,11
10953,13
10963,10
10965,1
10967,1
10974,5
10976,1
10978,1
10984,6
10985,1
10986,1
10989,3
11001,11
11011,9
11023,8
11034,8
11046,9
11051,3
11066,10
11081,12
11086,5
11100,9
11102,2
11107,1
11114,2
11128,12
11137,6
11143,6
11152,5
11163,11
11172,7
11183,7
11185,1
11199,7
11207,1
11214,1
11218,3
11229,1
11236,5
11241,1
11250,8
11260,2
11271,10
11277,4
11290,10
11304,4
11317,1
11320,2
11334,4
11340,4
11344,1
11351,5
11365,14
11374,4
11383,4
11387,2
11398,6
11401,1
11411,7
11420,8
11422,2
11434,4
11442,8
11450,1
11457,4
11460,1
11472,10
11482,1
11488,5
11498,4
11503,1
11509,4
11511,1
11526,9
11535,7
11549,3
11552,3
11557,2
11569,11
11571,1
11584,11
11588,3
11598,3
11600,1
11602,2
11605,3
11613,8
11621,2
11632,5
11644,9
11654,10
11664,5
11674,10
11683,8
11685,1
11688,3
11689,1
11698,6
11700,1
11710,6
11715,1
11730,10
11734,3
11742,7
11757,5
11769,9
11777,7
11789,4
11791,2
11792,1
11807,1
11812,3
11820,7
11833,10
11837,3
11843,1
11853,1
11863,2
11876,2
11881,5
11891,8
11894,1
11906,8
11915,5
11921,1
11925,3
11931,6
11935,2
11949,9
11952,1
11953,1
11956,2
11962,3
11963,1
11964,1
11967,2
11979,3
11992,10
11994,1
12007,11
12018,2
12027,4
12039,10
12044,5
12055,7
12060,2
12063,2
12069,3
12082,2
12097,6
12112,1
12113,1
12116,1
12122,5
12130,7
12136,3
12146,7
12156,6
12160,2
12168,7
12183,9
12189,1
12198,6
12208,8
12220,12
12235,9
12246,5
12253,1
12255,2
12262,7
12277,14
12289,12
12297,6
12301,1
12308,2
12317,9
12328,6
12329,1
12341,2
12354,11
12357,1
12360,2
12373,12
12377,4
12388,10
12403,11
12412,1
12416,4
12425,5
12432,7
12438,6
12450,7
12453,1
12459,6
12469,6
12472,1
12473,1
12480,5
12485,3
12495,4
12501,6
12504,3
12508,1
12523,5
12532,1
12533,1
12546,12
12554,1
12558,4
12563,3
12571,1
12572,1
12578,6
12588,8
12601,3
12604,1
12609,1
12622,8
12633,1
12636,3
12638,1
12650,12
12665,2
12666,1
12680,13
12685,5
12691,4
12706,7
12711,3
12714,1
12718,3
12733,4
12741,7
12748,4
12759,5
12771,8
12780,4
12787,4
12799,7
12800,1
12802,2
12808,2
12823,1
12830,6
12843,4
12854,11
12866,10
12868,2
12875,6
12883,4
12887,3
12891,2
12893,2
12894,1
12900,5
12909,8
12915,5
12929,11
12932,2
12939,3
12949,9
12956,3
12965,9
12972,3
12983,3
12996,9
13002,2
13008,3
13010,1
13024,5
13039,10
13041,1
13046,5
13055,5
13062,7
13073,11
13079,6
13093,10
13095,1
13101,2
13111,9
13113,2
13120,4
13133,13
13147,1
13160,8
13163,3
13178,15
13179,1
13183,3
13194,4
13196,2
13206,8
13215,7
13224,1
13231,4
13242,2
13252,5
13264,12
13270,6
13276,4
13281,3
13294,4
13304,5
13306,1
13316,2
13329,7
13342,12
13354,11
13368,6
13374,3
13386,8
13397,4
13398,1
13402,3
13415,2
13430,7
13436,3
13438,2
13451,12
13453,2
13458,5
13473,9
13483,4
13491,4
13505,6
13515,3
13519,2
13526,5
13528,2
13530,2
13539,6
13543,1
13551,6
13564,10
13568,1
13574,5
13587,9
13599,10
13603,1
13618,15
13623,1
13626,3
13634,6
13636,1
13650,10
13659,1
13660,1
13675,12
13677,2
13678,1
13690,2
13695,5
13708,5
13723,8
13737,4
13744,6
13746,1
13759,12
13766,5
13768,2
13781,3
13790,1
13803,13
13810,3
13812,1
13827,5
13839,5
13841,2
13853,9
13859,3
13861,2
13864,2
13869,3
13880,7
13881,1
13883,1
13891,7
13903,8
13915,4
13923,8
13925,2
13930,4
13939,4
13946,4
13957,8
13970,7
13974,3
13975,1
13989,7
14002,8
14015,1
14026,4
14040,10
14051,8
14063,2
14064,1
14074,2
14083,1
14090,5
14094,3
14102,6
14116,1
14128,12
14132,2
14139,6
14148,4
14149,1
14163,7
14175,3
14178,1
14184,2
14193,2
14199,5
14210,11
14219,1
14233,2
14241,8
14256,12
14269,9
14275,4
14282,2
14284,1
14286,2
14299,5
14305,3
14318,11
14331,10
14340,5
14347,3
14358,3
14372,12
14379,7
14381,2
14395,7
14408,2
14420,5
14423,1
14436,1
14443,7
14455,8
14465,10
14466,1
14467,1
14473,3
14487,11
14497,3
14498,1
14510,6
14520,1
14527,5
14536,7
14551,15
14557,5
14566,8
14580,1
14582,1
14588,5
14597,6
14609,11
14612,3
14626,13
14641,12
14649,3
14664,7
14679,10
14686,7
14700,6
14709,1
14713,1
14714,1
14721,2
14730,4
14734,3
14745,7
14754,4
14764,9
14775,6
14780,2
14786,3
14797,8
14812,10
14819,7
14831,12
14838,4
14841,2
14845,4
14849,3
14856,1
14871,8
14872,1
14885,2
14895,4
14905,6
14908,1
14915,7
14916,1
14925,1
14932,1
14939,1
14949,7
14954,3
14964,4
14974,5
14980,2
14993,6
14998,3
15011,4
15022,10
15035,12
15047,3
15050,2
15061,5
15068,4
15075,2
15082,5
15097,5
15105,2
15111,2
15126,10
15127,1
15136,8
15147,2
15149,2
15150,1
15154,2
15159,3
15160,1
15164,4
15171,3
15172,1
15183,8
15191,1
15199,3
15208,5
15209,1
15219,7
15233,1
15235,1
15239,1
15254,6
15261,1
15274,5
15278,1
15282,1
15283,1
15286,2
15298,2
15302,4
15317,9
15324,1
15336,8
15348,9
15352,1
15359,2
15361,1
15363,1
15375,11
15384,7
15398,13
15403,4
15416,10
15428,12
15439,6
15449,9
15464,9
15475,7
15486,8
15491,1
15500,4
15513,7
15515,1
15519,2
15521,2
15522,1
15529,6
15541,2
15543,1
15550,2
15562,12
15577,6
15584,3
15593,4
15596,1
15605,3
15608,1
15611,1
15622,3
15626,4
15641,9
15650,7
15661,2
15665,4
15666,1
15671,3
15685,13
15690,2
15701,5
15706,4
15717,6
15720,2
15733,1
15748,15
15759,10
15771,3
15774,3
15784,4
15785,1
15794,6
15796,1
15798,2
15810,7
15813,1
15816,1
15819,2
15822,2
15836,12
15851,5
15859,7
15862,3
15876,12
15882,3
15892,8
15905,12
15920,1
15921,1
15925,2
15928,1
15932,3
15944,11
15959,9
15960,1
15974,1
15984,7
15992,2
16004,4
16007,2
16017,1
16027,3
16040,2
16049,8
16058,2
16066,1
16072,4
16082,5
16086,4
16094,6
16108,12
16119,10
16124,4
16128,3
16129,1
16130,1
16144,6
16151,5
16160,5
16162,2
16173,11
16186,3
16191,4
16196,2
16206,4
16207,1
16221,1
16231,4
16243,12
16258,4
16260,1
16273,3
16283,1
16296,1
16307,2
16311,2
16320,3
16325,2
16333,1
16343,2
16358,13
16361,3
16374,11
16385,1
16397,1
16401,4
16412,6
16415,3
16422,6
16437,7
16450,5
16451,1
16461,7
16465,4
16473,4
16479,5
16488,9
16495,1
16500,1
16504,4
16514,10
16526,11
16533,2
16547,1
16560,8
16573,9
16583,7
16591,7
16592,1
16600,8
16607,6
16617,9
16631,10
16634,2
16648,11
16651,2
16660,6
16675,12
16685,9
16696,9
16703,1
16704,1
16711,6
16726,11
16732,1
16739,1
16743,2
16752,7
16757,4
16772,6
16778,1
16793,9
16794,1
16803,3
16807,4
16809,1
16810,1
16820,4
16835,15
16849,2
16857,5
16866,6
16879,6
16882,2
16896,6
16910,10
16922,3
16923,1
16925,2
16936,5
16938,1
16942,3
16949,2
16952,1
16954,1
16960,2
16965,2
16976,9
16986,7
16988,1
16998,4
17006,3
17016,6
17024,2
17038,12
17050,4
17065,11
17074,7
17078,3
17082,1
17094,5
17105,1
17117,1
17119,1
17128,7
17140,5
17150,9
17159,8
17172,6
17181,3
17186,2
17191,4
17192,1
17197,1
17199,2
17207,3
17211,3
17224,3
17227,2
17241,7
17254,3
17255,1
17270,5
17284,4
17289,3
17302,6
17305,2
17319,7
17331,5
17334,1
17336,2
17342,3
17345,3
17353,2
17355,2
17362,5
17366,3
17375,3
17381,4
17387,3
17399,1
17407,1
17412,5
17415,1
17419,4
17430,4
17432,2
17439,5
17452,13
17459,6
17468,3
17479,5
17485,4
17487,2
17492,2
17503,9
17512,8
17517,2
17532,10
17536,1
17540,4
17549,2
17550,1
17563,10
17578,10
17579,1
17593,13
17600,3
17609,7
17615,2
17630,13
17631,1
17638,3
17645,4
17658,5
17670,9
17683,1
17690,6
17700,7
17713,1
17719,4
17726,6
17738,9
17741,3
17751,8
17753,2
17754,1
17767,3
17781,5
17796,11
17798,1
17812,13
17814,1
17819,2
17834,14
17841,3
17848,4
17855,2
17868,8
17880,3
17892,12
17898,6
17903,2
17912,8
17920,1
17925,5
17928,2
17936,5
17949,5
17958,7
17968,5
17978,6
17988,5
17989,1
18001,10
18008,7
18023,15
18035,7
18044,6
18056,9
18070,10
18076,1
18083,1
18084,1
18089,1
18095,6
18103,7
18112,2
18121,8
18133,4
18143,10
18157,10
18169,12
18181,6
18195,1
18206,5
18218,6
18219,1
18226,5
18241,12
18249,3
18253,1
18263,1
18268,4
18281,3
18291,6
18304,1
18311,5
18325,11
18331,4
18341,2
18352,10
18366,4
18368,2
18381,12
18392,10
18406,13
18413,4
18425,10
18439,2
18440,1
18450,4
18462,8
18471,4
18486,13
18494,8
18498,2
18513,11
18525,4
18532,4
18534,1
18541,6
18552,1
18564,2
18573,7
18580,1
18592,6
18604,11
18612,4
18617,1
18632,14
18644,1
18655,5
18664,3
18678,12
18680,1
18684,1
18691,2
18702,2
18715,12
18730,13
18740,6
18746,3
18748,1
18754,2
18765,11
18774,4
18776,1
18779,3
18792,13
18799,4
18812,9
18826,11
18831,3
18843,10
18855,7
18865,9
18877,5
18878,1
18888,8
18900,11
18912,11
18921,1
18925,4
18931,6
18943,12
18956,10
18959,3
18974,11
18982,6
18985,2
18996,6
19002,1
19004,2
19013,6
19025,2
19036,10
19045,3
19046,1
19058,3
19067,5
19072,4
19086,6
19094,6
19109,8
19115,4
19125,4
19132,7
19135,3
19146,3
19152,4
19165,12
19173,8
19178,5
19190,3
19191,1
19196,2
19209,13
19218,4
19233,5
19237,3
19249,12
19258,6
19260,2
19266,1
19270,4
19275,5
19278,3
19291,11
19293,2
19299,6
19304,3
19310,4
19320,8
19322,1
19325,2
19333,7
19338,1
19342,4
19357,12
19363,4
19366,1
19377,3
19390,6
19392,2
19398,2
19401,2
19407,4
19418,8
19421,3
19435,7
19447,1
19461,4
19465,1
19480,1
19486,1
19489,1
19503,6
19513,9
19526,13
19537,9
19543,1
19549,1
19559,8
19571,3
19578,4
19581,2
19592,1
19596,4
19597,1
19605,4
19606,1
19613,5
19619,3
19624,3
19633,7
19635,1
19648,10
19662,3
19664,1
19676,2
19680,2
19693,9
19704,4
19714,7
19727,12
19740,4
19750,7
19761,8
19776,13
19780,2
19784,4
19791,4
19805,4
19806,1
19816,3
19821,2
19831,2
19841,8
19848,2
19850,1
19858,5
19865,2
19877,3
19892,7
19905,7
19914,1
19918,1
19925,4
19935,1
19949,3
19951,2
19962,9
19977,4
19980,1
19989,5
19993,2
20007,7
20017,8
20032,9
20046,13
20052,4
20066,1
20077,10
20091,9
20101,1
20104,3
20115,2
20126,1
20141,15
20143,2
20146,2
20154,8
20159,2
20168,4
20182,7
20190,8
20204,3
20214,2
20216,2
20222,1
20229,1
20240,2
20241,1
20251,8
20258,5
20269,10
20283,12
20293,4
20297,2
20302,3
20315,3
20318,2
20321,3
20333,4
20338,3
20340,1
20350,9
20358,8
20365,2
20371,3
20372,1
20385,11
20393,2
20405,2
20413,5
20417,2
20422,4
20433,6
20444,8
20448,3
20454,4
20458,2
20468,5
20476,4
20480,3
20481,1
20491,8
20493,1
20494,1
20506,3
20517,2
20518,1
20521,3
20527,4
20536,5
20542,4
20545,1
20551,5
20564,1
20570,3
20584,2
20596,6
20604,5
20616,1
20631,2
20638,1
20642,4
20648,2
20662,9
20673,10
20684,1
20686,2
20701,10
20716,6
20720,3
20729,2
20735,4
20745,7
20756,9
20759,1
20771,7
20780,5
20794,10
20802,6
20814,1
20829,6
20833,2
20834,1
20841,3
20851,1
20864,9
20874,4
20881,4
20892,5
20906,13
20918,7
20929,9
20941,2
20947,5
20949,1
20955,1
20964,9
20968,4
20977,3
20990,3
20999,1
21001,2
21004,1
21011,3
21024,3
21039,7
21040,1
21041,1
21055,13
21070,15
21081,10
21086,3
21099,8
21104,4
21107,1
21116,4
21131,10
21143,1
21145,2
21151,1
21156,1
21163,7
21166,1
21180,2
21194,10
21195,1
21201,1
21206,2
21208,1
21215,4
21220,5
21227,5
21230,2
21239,5
21246,7
21259,11
21267,2
21271,4
21283,3
21296,2
21300,4
21313,5
21322,1
21331,6
21335,3
21347,12
21361,8
21364,2
21368,3
21380,5
21383,2
21390,1
21397,3
21401,2
21415,11
21418,1
21425,4
21436,1
21447,11
21461,9
21464,2
21474,3
21481,5
21493,10
21507,4
21515,7
21519,3
21532,11
21545,6
21556,9
21558,2
21559,1
21562,3
21572,3
21586,1
21598,11
21607,5
21620,2
21621,1
21623,2
21624,1
21631,6
21635,1
21639,2
21645,4
21653,6
21655,1
21663,4
21677,3
21689,6
21702,11
21703,1
21710,7
21711,1
21721,10
21726,2
21736,1
21740,4
21741,1
21751,9
21765,1
21774,2
21781,3
21794,12
21797,2
21804,5
21807,3
21820,13
21833,10
21843,7
21856,3
21864,5
21872,5
21877,2
21891,6
21893,2
21898,1
21901,2
21912,3
21915,3
21921,1
21924,1
21937,9
21944,1
21948,1
21958,10
21962,2
21974,9
21975,1
21976,1
21986,6
21992,2
22000,6
22004,4
22009,4
22023,8
22024,1
22026,1
22034,7
22047,11
22060,2
22066,5
22071,2
22077,5
22079,1
22084,1
22093,2
22100,3
22111,6
22121,1
22122,1
22131,4
22146,11
22159,2
22169,9
22172,2
22175,1
22179,2
22186,7
22194,1
22209,1
22214,1
22222,8
22227,4
22230,2
22242,7
22243,1
22249,1
22264,11
22265,1
22273,7
22283,8
22298,12
22309,8
22320,7
22333,7
22346,11
22358,11
22371,1
22381,9
22392,11
22407,8
22420,13
22423,1
22432,5
22442,2
22457,15
22459,1
22468,5
22476,2
22481,3
22496,13
22506,9
22519,4
22526,7
22533,1
22536,1
22540,2
22542,1
22551,7
22558,3
22568,2
22573,3
22575,1
22589,5
22595,6
22596,1
22599,1
22603,2
22606,2
22612,1
22626,11
22628,2
22630,2
22643,1
22653,10
22667,9
22670,1
22680,3
22686,2
22699,1
22702,2
22712,6
22722,2
22725,3
22726,1
22737,9
22739,1
22751,5
22760,9
22762,2
22777,5
22792,11
22806,7
22807,1
22808,1
22812,1
22826,2
22840,10
